14,Shaker Lemon Pie,qLPODSdIZkBysqvCQiTexpSRMNtzkuOEZjB,2677.3,DqxwrLktQVjbpN,16
28,Bean pie,TTUdOGVUnQyIPBVhnNFhehodKcPjkloagWq,4494.5,uOJOVGVvJsPO,30
88,Ice cream cake,"NBqehUjjHuugGvGxOgcaazhsGaD ",9270.15,uPUNkWKoD hoy,26
10,Breakfast sausage,UnMa ETKBJOOpXaSBaJeWVnzSSGZjzm,4665.55,yMlaFVNoMFgDdL,11
78,Cinnamon rolls,fYBgNYSSSQQyJ zqyLMzmwNz UjInPawiQ,8138.14,JUchBCroiFLoEaS,22
6,Dirt cake,"AEkzEQpEBOFCZzJOSouRlATdnHhYnM ",1611.13,jQVYcEoHcyr,14
60,Meyer lemon cake,qISNBxGQQXWhngIOPHJbEvPfZOgo cQQkgvskReg,4261.83,fumwGyRuRF,22
85,Cube toast 2,AGSjGLcArufCBaCwn OMojUIAg,2372.57,RkxKRhLEmBIQrkf,0
30,Cupcone,cOXcJrhtXbHUcPTkhLfyzinlGyuFsvONaQi,3608.58,gHEvBWHgcyBL,24
5,Stack cake,fKODogOBioRnjpxiiJeeBxvRhLsNyFZmsn,7020.88,wVyUBtigOOc,4
85,Hasty pudding,xJSGAXOhPYiYoQnHNzSbLeOPdMEgD,7552.9,hSNAYVOlXWvr i,11
67,Hostess CupCake,wgPgvjfTRIGlaZvhOreZANLNkZA SN BeD,8104.31,oeYTIddmPCRLXP,7
8,Golden Opulence Sundae,wlUfDmBcudiTucmhiaHApaQhmZ,5438.58,DfpqiKyfLwSpOG,23
87,Chocolate-covered bacon,UCoPcQUbTmOyDqdQkaRwwhiSdIVXKrHomQBj,8683.57,lvuTYPcMPzzWx,0
3,Candy,itWCWUFQoKxVfTOwBLrxFhgEjRGc,546.17,ZtbgdfUqvxsv,18
19,Parfait,JJkBVyHRMSYjjcYpxagrojdOhmbeU,9421.7,dzdksiYvRid,7
32,Shaker Lemon Pie,YTMUfbnnsyZqbuQAzhUXfXC UmERNCf,2583.53,wBRegYgOXuehH,21
35,Ice cream cake,OjgJHSyyuPADUcZElncWgQgtXbAmkowdbeVK,812.43,pGvLFiG  O,15
36,Glorified rice,YpRIBKLGbLowvpwfcvPdTKNcA,7634.49,aAqDjQJxQIR,7
39,Checkerboard cake,GiKFOlhgfQG lkjkWafvua,6222.1,CzhXsiJdsWoJr,21
4,Maxwell Street Polish,qwkalKeZkDyteRJWrnSGqnon A,6460.53,IyEcizscqyOit t,5
8,Chocolate-covered potato chips,blXFPcrispHDUxqZSUtIjwN,1858.59,JevJSTWTDuIUr,15
2,Sweet potato pie,kXxGQSLK ccwWZxGovPdoTUiTGi,3531.31,Uvz TBiPrN,9
4,Snickerdoodles,"uKmWFkDbIdzMYFdUNVPjONNqkgjZchgBFM ",6478.14,"BiKvM GZrqmv  ",2
46,Snickerdoodles,iIjJzDWttJoglckEKCeUjZGwSznZDmXe,7732.19,jDfXqNi Rj enlq,20
38,Snickers salad,rmSzRgakIAOqNmAXF toiuBm,3790.27,"YCWKDZhxIG ",6
69,Pumpkin pie,OIgS TNVfLiVcWLdWGxkOupgFgKZPtfgXScIk,8095.65,uYoyxGPtmsmQd,9
59,Apple crisp,mrpMJqpMZbyIUovhIbsnaPs,2699.04,SRHdeagfNQmaK,16
48, Meat Pie,yWvOVJMetLTQLsgwftoimSHrrAS XT,8825.13,vwhPbrPiFZJbVV,4
69,Lemon meringue pie,FzLoQrpAqDsxJjBLuJaPCmMD,3039.8,bVuJhreHgSArGAe,23
42,Jelly cream pie,zMOlcxerhklQM bPCzOAqEZNaMzRQQwgGAuHLQgy,3616.52,FwL qcalEFQSJFz,5
87,Hummingbird cake,sotnolsmhbGcjdbhsADqTVHhXzGcWvAQTEbw,2490.75,InQdXmKMLqHWzC,27
46,Bean pie,jPKJdbtcdLJCzTWgYJeMtNWOzQNwfy,2619.77,fJcIUHkiCbkETAh,4
22,Cookie salad,hHKpVFLMzpXbMDsXkAZwjEWfPzxixyFcq,6184.51,aAkYPvmscsj,3
53,Brownie,SnZboEyJcWChvLaXwQuaUeEBCXrvLzg,3615.96,KTZKNNcwnTD,2
43,Fried pie,NrXLyEbjGaUuHkfOiEakJWtAw,884.64,CDTqXklPFeN,3
8,Pop-TartsCalas,tlYhvBDZiuAmVOUXXUsNyCNQOIMCHhG,2354.12,DSfBdXizSfjFM,12
8,Grasshopper pie,BqD bNLQPpaRpRxwFSCrQhrZgWFuCJBFjTBpxjA,2341.18,rqtTgzICKcUi,14
61,Half-smoke,THQPZIYqffAfqDBHWObmdbaPjEZMU,5015.81,fzlJZgMkl fAY,26
33,Hummingbird cake,HIYnOsm thTqbaoayBtLYFwPZpRzGYRsTd,6020.87,pNNPmFqNdXq,26
83,Fried pie,wyYGf sSvdZBKzLK OI mwhq,3807.99,oNsvaKsUIX,18
43,Banana Foster,YswJjzbqptcwVIDrTCUk,5941.9,DSFPhhAXTaFRur,15
87,Apple pie," BBpkMv IqjgBExTIThhwVguZMbEGxzuz",6169.36,MeYHphYDuI,28
6,Chocolate chip cookie,bMgMlGOjqghuU BCMbvWtOPSSijPOvQ,4959.57,HISyofiPIqY,3
71,Lemon squares,eEisAQyjaHVzqXIukKJyU MbIVfT,1977.31," aX wduVQgXakyX",14
80,Cobbler,fQMJUHjouuRQCoxxiTIgpTKnjcieRToeLtvYlaft,1326.28,ldxtIBctiEnwU,9
34,Jelly cream pie,PeKIUdu iqfUFvSvjPPksCkkhrwXlytgYSrC,6484.65,uIuEcKfe VCOnIu,9
25,Buttermilk pie,aOXBWcEQiDelDhVlXgYQ,7573.88,VJgltTRGWyyR,24
60,Sopaipilla,sFqrntaamhJjGZpNTcMsRrsiqwyiSDGQoJBLed,5569.44,PrHgjmTBJWUv,21
38,Lemon squares,PERsWUDEXQrbEdlxSoqyPnr,8139.68,hTOmQb NNmqxTk,1
46,Bean pie,MpmwtuGqXkYrtVqwzyLyiMkk,9108.74,rHPlbrFtBPFmcX,14
39,Buttermilk pie,FeWsPmHvpdlMTRPTngsbSkrYahR,4542.82,"ZvdCwCKmCBaW ",7
37,Grasshopper pie,MwCTHNQiiDoKNWueKdIOjeu,8805.27,aLmkUJbVWJctdeo,26
11,Jell-O,hXORbBeZMzsrInhrxpqtmQpgtCBPkTkV,890.47,amAzBsyHsyheCLa,18
49,Strawberry Delight,dnnSJIRkYVXEJmkQpXWknGk,5065.46,QrRBPTYvVFKq,0
25,Pop-TartsCalas,kvJxp diiYNcIASXRFROlYpndn,4009.93,PtAulEDDrVfRW,21
50,Grasshopper pie,VEkDeCt YlEjjUYEcDSelD,1781.25,lzKzzywxJxhXFt,17
33,Smith Island cake,NsMgbXOgSeXdyjiUyfOpXsVPmU,9716.41,q wOvDGUjg,23
64,Breakfast sausage,uDBnLcdLxjlIQoVJVoqYZNGMqHU,918.49,U axJEvEDdJ,1
45,Ice cream cake,VPVBMgHrXl SdtkJtZpJgniMhJTevEWqMu,854.93,cqRYobYWDwL,30
43,Pop-TartsCalas,gfArHwRKrsjZHmJZbQiBxUMKvVpLUmNhPFFX,4586.93,NjrcpsNC Kvd,21
85,Bundt cake,BZFuWQzNRkIMkoukDVBbFVoULyslGV MI,7414.76,JvgurIMtVFmhF,10
70,Brown Betty,DeVqDdontaflRlyQoAZNNXjbekgTcW,9592.39,akSzWYN mmD,25
55,Banana split,hRvcplQEQWmRzigRauCPXGgun,9363.75,"paRWKjOiSr ",1
9,Chocolate brownie,BFQxbpQqumRcNWcbjJKMlRpFxluO,3691.38,dBJeHySAHDt,28
4,Maraca pie,hWjKSTD iMVBRxuYcOdf  FHF,4216.57,rgQHcVomjNa,22
58,Marshmallow creme,lwGsfmV QMmEukoPJcYBSnZGrrlShQvWWpBL,4757.58,JjYNroOJLwseGrz,28
79,Fried pie,HXjMitWcdYXpJkkajcebMvTiCgOEq,3361.8,VMHCgrpwNwTxl,28
71,Lady Baltimore cake,BVvdQptrYXJJNmZhgdjba,2924.34,mTDAShvQHI,30
22, Meat Pie,KxPiMhcOadrQaPFaSDjQcScURVcPnuJk,9943.43,htnUnqzaRRoXK,0
36,Fudge,KMDdxwdyLRgYylSgbLUYOspMskOfWShCFwr,8792.73,LZRaDugD ySyKow,14
82,Glorified rice,RWnoeRwHPuhSkHKJWNdFQjF,3619.14,oxBNWRxCxwQKjM,21
33,Corn cookie,rTNvSLAhajiTuqdFlwdtOOFPJER,2655.84,yRRiBcZqXGoA,12
32,Cupcone,fnDiVasaXYWQj v uIwo,768.43,grM NqxgpcsIjT,3
70,Brownie,aIiPYmQBAlrDuWkXLLRAZzgeuWeZVBKMZUZyV,1556.58,GCmenp oPUMR,11
80,Gumbo,WFInfpxeTDeNmnvctVWodszUHKarZ,5338.4,lQCjaMgEQjeTsph,21
17,Cube toast 2,iksfwjXfoeCucapcYVlzelizSPiyUIHQVlJKm,2636.7,ntlKYoFfqLq,8
66,Grasshopper pie,kuSGPfLaShoFPEOKnnrUJNsHZqk,4202.87,lyXFRDdmaFfS,12
46,Strawberry Delight,jxAbOUwAqFiHHcOSRsggdXmKHgEB,5996.5,lgBQvJpUAdtvi,5
11,Breakfast sausage,PYBfnOOvQiCoEvx jlbMtJUTErLIJThIDVbqMJ,9773.58,HHwWrFSGZatsD,28
7,Fruit Pizza,c XnoYxHvpZGtSpXcrVbeetc,1675.79,FSdsvKYxefthtcz,8
52,Dessert bar," KUJMqscWvTIpJxcqykREMwTRQvEspMXNMCSIpA",8615.05,vdtdihuCdjZ,22
26,Persimmon pudding,lujOzgxsUnehhxtTsrPoG,7595.51,VASaMXMwklwChE,12
77,Devil's food cake,xNEIT ckYJlWUSPisNWmdskhWuDXx,7006.11,GPoOhuDh xp,9
51,Grasshopper pie,FjuYdUPVUJKPzQlYxABBSq ZIgKaR,5015.19,SHqZcfJODhpYO,13
76,Derby pie,mZNZzDLXpLrXrKDhzDJcesjdXTGioPpgWghZlt,2227.02,INSjDHlgctr,3
80,Huckleberry pie,WGUUktEkPGUWHUwmTREGn,9903.9,eHoQnfc yUFsM,30
13,Cheese,tjzoxCMwGLzvJNzAHToprOTzyLwGa,8008.64," qlKpPfo P",0
84,Grape pie,xQFkqgZgfMYSV rVHOyeNyplYyUkMcqYtEkhaj,9778.73,muvTlCwvkmEFOQB,7
87,Huckleberry pie,sfedoHRxCxJXeKhnvpcyS,9335.07,oHN ynZrONwO,15
54,Chiffon pie,TyvXfqIYVUIZLHFIPQoRkze,5759.66,ahGsuxyzLLC,18
24,Chicken bog,nVXVpFblKLWpVTExVYiQfqAcWrXNe,9513.02,xpkUxIUmQNLFA,13
5,Pudding,zBJYoRIvPIUgBAqyRTHVWZQQwrglKLSFerCjaO,3714.58,bhAATCyYDqy,2
22,Chaudin,DpUJSbgmIYkgZlnNrhBphPbXLCaAq cJ,5026.4,DHpOQxMjQSVk,22
23,Pecan pralines,XlXPHDkhldRPggSwHZbagMzcDmYoBgO cFwbrCN,7512.76,QuCSyoZCFngal,11
48,Jelly bean,xniMTTTfoqrOpFMpaVsFDVbMBPJgbIGjHzMJIe,3898.92,cShWaGbAQy,3
82,Charleston red rice,Qka bs ALbIxwEUxHOWR,9399.31,CBFHWpzoGEVR,3
71,Hawaiian haystack,wzEQxXiHNzBduVaVEnRSfHqhLEg,6718.23,YoTlxSzkU pYcT,23
63, Meat Pie,uvvRTKxflvOVCMVhHfTXWVJUScz,4215.83,"bnHpZLRSvnH ",30
58,Maraca pie,gZgCbCiXQJyf  HBDUqbBhF,7148.46,"  VIhZkRT b",27
40,Chocolate chip cookie,nbSSCKqldvmDtfBkkt jHxWkq,5273.11,nINpOcWFbDRiDL,10
70,Bean pie,iGrkoOjFhiBj hbWuohfDhMftJNOuUMwv,4261.46,uReDPnnszEZic,10
74,Pumpkin pie,MSHJJRIPvvQysdtgQ hLCyWhk gohJV,4506.71,zTWnbkQZYIUH,9
58,Chiffon pie,jlocpnbaxZPbMbOqWUNjWhLpzwTPwEE morMYR,6104.83,SeGRTjcpmQ,30
42,Cupcone,vkbFStAIVnox PWJEFeiFyOuQ,2523.85,BFIhGogCWhEEahQ,10
61,Huckleberry pie,AAOXBXfKejKoTmvVJCKsfJFYcnHvruahMtNyNa,3570.23,dhTlPSJAadIoV,17
8,Coconut cake,hANgolxOUGxpsWHQCktKr,6208.92,tWjo obalGXkPO,1
36,Bumbleberry pie,juZHivdNVuzJnvcnuLJVkTsOrOKecSsVtZt,3105.74,OhYacVEeyDhiV,13
89,Panocha,zDyteodQYkxlbTinmldUvUPgf,1166.93,HBCMhgsYcZ,27
90,Glorified rice,UMUiXcPwvGiSzjxPaLzmXXwRNhW MtSExCWdjz,5569.35,Rkh uPvsRstmwYf,1
49,Banana split,KtAvfUYvJozKbUyMyEAq,3626.05,FLchdUwpcx,11
63,Shaved ice,sHKyIJanQXCPGVeBeDsp,1761.09,UKnGTepbEP,13
36,Italian hot dog,QI hAcTupSHbxOYDtKnXHa,9980.12,pVtBuX yfLIu,3
25,Fruit Pizza,KLIJbiJjFAszyJLpwIyUvxWvI XWydNmA,682.99,TaPCDgJSBIFrW,25
79,Parfait,vySeXGBJDmPVSxRwIbivFITvyE,5609.81,otGBXqmftn,18
3,Derby pie,yMaIeguqzQCWCkimWahDgPAZX,4674.8,FwBZXjIrwbjPb,20
68,Bean pie,wBFgdZFaNdHrQGliht d,2403.38,VqnqBiSLyqKqfr,4
33,Doberge cake,xLlgOwqJXocg woKqNXeUaz,9286.4,cVYEGdhFlL,14
37,Pecan pie,tSMcvgZGpaJg jxpTVmyrlHEuKCk,8755.26,yTcjmxZdLx m,16
32,Hoppin' John,OmgTNukotwNPXabtBRScdrleFBLdDDPNMm,6047.77,UUNXhzVemjHHgyB,1
89,Moon Pie,nBfGuOoYEAvCAsmo vSUNrHwnCH,1464.98,kamJnKoLJouNG,12
14,Jelly bean,ZZsTTCGZKRvPVuvLCJNpVRc GxZEzfw,8224.48,bFDoVN Bnflanc,4
64,Panocha,BbYtAiJjWTMLoZRZlqkALozfTztyWxapVYgfgMm,4972.34,TmKjmujMU eSq,20
58,Cube toast 2,QvFqiqFjfDyrva AlIFJiowKkGI,8045.14,oTNQhxzGgi SqcC,30
2,Goetta,Bzvwr CQbPLfiYpvcCQsG,3957.16,tPQTquDMvsO HV,14
83,Grunt,qukpkVWLbjxzITDOIuMzRP t,801.41,eRgOsiAfKD,15
76,Yeung Chow fried riceBologna sausage,CdXaXVvZW bQdZWYcbYvsVUNrRBKpycIdZVh,655.89,esyISfVcommAqL,28
36,Yeung Chow fried riceBologna sausage,mEvWwZORVmwQuVY GhWZgMRmuKvniOD,5713.81,PYOrsHtwpp,4
12,Chaudin,wr QlklyIrbGIdqquOsxzKX OGYMeAiL,4082.91,KsWwMhTMslu,9
16,Pecan pie,acdrXuosNZfIunMUhcCzK,7800.12,E qUl mWyn,4
14,Cube toast 2,uITTiTUSTZhVWgjfEsvqMuZGsu,2616.92,VIJyzACRHjcz,10
39,Fried dough,KgCDyf IkSJldPMPm nLXlOngbs,2425.36,djomiMUZyi,1
63,Cobbler,EzAHMBtPMQnzcaJqbkZOqMoofkNV,4388.91,NPCVAzHBwMFy,26
48,Chocolate-covered potato chips,ULuCPYuOlKQbpMZLunEVSVGAfRXNeMwFJPJHwbkd,8818.19,eXqsaDxTPUskc,2
35,Gumbo,kFavgMwCClIZHGBqKLvZQcGAIY,6644.94,wdpUvPyBslQm,23
79,Hot milk cake,ktPCXMM aROJzYCVwtBiIYXeGWfWdqBnJGUlMES,6812.08,UJbgXwLFpl,11
11,Souffle,TBrTbzzDSLwZWNiTEhjjVMOWZsPdZhK,1689.46,jEAUOYWDKXFWgf,12
4,Lebanon bologna,GHLIxfDcKLWlFyKzcAvuxijcIdPXnhCoM,3017.28,HtXimUXAMs,10
21,Pastry hearts,HwqkmusajgxTGLQrFnRf,9065.21,xhfTArbsxlK,3
22,Corn cookie,MzHncKKZREQYIlGvFegevBPNFOfkz,9903.59,oyQaQKgCYa,8
35,Meyer lemon cake,zzHtfFccCqYjVMvcNnUfupfJxk,6156.07,pAPybRlcitL,5
22,Pecan pie,zRRoXPJArfZyxOILasDZDhwtIWdqkfq,6006.65," zCJvBuqVAB",11
72,Hostess CupCake,bKLoTBacNsAbxHXYsqbrfQoP,5799,LeXNBGFTsNwWC,1
28,Yeung Chow fried riceBologna sausage,Re  CFgfpCglpPqKUuVaSTqJV,517.34,dfbKDuTQLAxKCr,24
64,Dirty rice,spVCezOZowSpvTFfeEtkzCQzFUeTst OsMyDZFVW,8205.46,FSZIdDlvSxy,1
45,Meyer lemon cake,GIYrnEGQSXenfkDeYZMWWzghZJCOYQqrnqXXIkyn,3522.29,gTpPhDTiNcNIKtE,17
7,Checkerboard cake,EAasANu mhGZZWuZrPzDRSXJHQL,3367.82,hfapSrNGWtOuH,9
90,Panocha,PzuXIlHtjGifQdlVEpEwI,8427.59,XWSjFRePuuDtg,3
31,Blackberry pie,WXEjkNizVtvqyGMDtikCjyRBv,5692.15,bOzEwQdaRw,1
45,Pecan pie,v OvHwhPtFCpxSPrOXcqiObIzGrC H,8645.58,AEtSkgzURRQAkHp,16
28,Hot milk cake,VtAWMHct eMvdzAETpldGZP,1819.43,TQcDHeWREgsad,29
71,Moon Pie,YTDSZiRPxRaDGgGzlglxsnhvco,9470.44,"SQaoXtljsWDG ",10
27,Chocolate chip cookie,"lFTvygxRCAZHBEdFvDBkOmLbdw ",6998.91,NRFlK tPBWCM,27
21,Lemon squares,KvLAROeLHsejwSuZbrdVdAQS,8540.21,A NS iQlZzfZ,2
32,Moon Pie,LaCCePNROIeEUFarGRtgjiAG,5724.11,bRYhHrszzw,19
25,Hostess (snack cakes)," JomyJydHUcbjsAfxNPQxzakrmSyqUjvlS",2070.15,lNCBOLdO fnJ,20
1,Snack cake,ckXXiFQPQMJauwNwhQzpoD BRHXJtnyIbuMWsz,5842.62,VhAugQWbLCHdQRh,10
65,Polish Boy,HOzinvisfcEJjMillwwSSM,7432.64,gzZjwSfzmR d,9
40,Gumbo,goqTnUfsjmLxdMKmtAhXVMtqPAGMyhS,5651.76,vUwjJjjSiyNNgZ,28
63,German chocolate cake,mwiTRPTcGKiJhEMpQFWRDpdGXujAkJuzTGdXJ,528.71,vEOeGibjbc,4
38,Caramel,t W IoWROyWmuXDtykJg,9106.98,EzKgHLQyXrgvN,21
13,Pop-TartsCalas,DCD yWZAsEWRJLxKfUrImblyPUcUDghrZz FG,5099.92,TelaoVtbQlMyraQ,15
53,Chocolate-covered bacon,aZzWJPtJiSthrLdYAYfeIILSgHkVLsjQbcG,8915.6,ccrXBXXrjV,21
63,Pumpkin pie,IPIUapAyczxIXYoAPXwpuudFloXOEtQiyvw,6772.15,PwCBAevjXoL,17
31,Peppermint stick,XJZcgfWWugPlaQs mJftRmLCNkWMPDRu,5256.84,hAcbOggeFmSYb,28
33,Jelly cream pie,rRXYCuzQuHOJPktmjrLC,9512.4,RtKLKlnUrDO,28
15,Snickers salad,DHFpwJAeBQmyoZrozSpLNqdKDTdGWvobSGxKfV,533.38,yFUaslCjVhAZiV,11
51,Cupcake,PiAZlPeU zztSGhOYHvxQzjWfZXcWjVN,9547.47,FdhHXiwgnQLosSn,20
43,Bean pie,QaSKWGKNZeeYHEOyOCnSbEubVTkakAnbAPxMJbhO,6164.59,gHMtugtylMP,6
68,Maraca pie,GFDAekEofxzDqlRAmHSR,2094.58,ltneLybdQBrRAJ,21
57,Grape pie,hWGJXILEfFWQSchNDloLsxPaSZuMqRQiYp,8218.11,YZokAoLAXvwUjf,14
72,Brown Betty,ryLXkIYKeuiYIlhBKUjKqP,9542.55,cBEhDORDjWZHhP,17
63,Hoppin' John,VjEMsuiBWsDVvqQVHVlWiffiiHeRgnylgdwd,3944.78,KVdPZJgNhdojO,18
64,Pistachio pudding,dJLxzIzZNoXPQfaVbKYmeRdcdmeWnFoyceHIG,7248.51,YPwrI PIeWx,12
34,Jell-O,GzfmP VZmG sqnBxWTgXkIqYlZpdCVApaC,4133.82,lKutgrkVkoEf,7
7,Breakfast sausage,zUbKPVPYJOVVrgdMAydngSJkMWZxXntyiVJd KZp,7776.89,BZLrqSm h FZwn,3
8,Molten chocolate cake,FBkvejVAHINTlsOvcNNkehxHcoCgsBC,4912.8,f zpcbXeuclLK,27
46,Hawaiian haystack,RdBKtjNhNnAeggmXmevMGjLDQQEzweRJpEayTr,902.28,GfQgeppHBQbhy,4
65,Bumbleberry pie,GRuaiJFn  h AMcIgRAhRfYoplWbUUmwA,4620.18,dGZ mnBdWN,14
44,Derby pie,ZKhKf PqCrfdrXuwGwKzHLvFBQ,9085.77,gsCPjrSkgXa,15
49,Cherry pie,bvVKyggQtcfsYMVgwVRUFBzwNGTQpiyU,9343.59,iQwcQJPfoQ,6
19,Cheese,kuGSLqdtJGpQuRPcyGhYAiMNvufUgzkXoaw,7809.18,aBNQvFb WQH,27
83,Grasshopper pie,jfrEwOOLkFAtIMnjnRLJJmTAyNhWjvCFjN,3056.42,guiIrgsWtQ UeW,3
47,Pumpkin pie,qNbofDuSqBOqEPHyAyL pLzrKvSlAHzPrMbQgO,8658.84,n PSatsNSUQ,6
46,Moravian spice cookies,xYuzIXyxKnUTNbmWACIkrqjrmBaAYWkjB,8022.38,vPGbjpUsc S,29
28,Hawaiian haystack,gkyDxqnbRDLMEeQheNkaWcG,1976.27,kxdTdoiSCh,6
52,Half-smoke,POEUNuGBPyEVAzQznrGusxsgVQHFJa,3315.78,odrXaGOxDnnlJ,3
17,Pudding,LhSMXKE OvffYJOiiyLmutyH yFcBuQMujckjFwz,3221.91,gKJmlejmyGRyIIW,6
39,Rhubarb pie,WtuzmrtQeYQDkxYphNL bZOltBkTNIBCu,5839.07,YLvpDqMuwebwb,22
58,Apple crisp,hvhRmaoPGWiHPzgRnksHuPVFzVqPuVkuB,9128.62,yjzTHoQTecMfMTh,15
67,Apple crisp,arPotdejoOQVMhFGdYnJPQHHiwhhh,1658.36,lKjQlBl  TYfkX,6
44,Bob Andy pie,plswUh fbXQiABILDPfArf,9658.4,grXMnCKNlnWU,0
23,Bean pie,gjEFpISZDZGmqiZQ XquOjLWaJtFyc,6150.63,sTUhjUwqYqevUp,4
82,Black and white cookies,AOAMVZYAluUgeoflDsxlVoVEzHhUQGwRBtRakNMg,9027.57,MjqnqBogyM,3
38,Mississippi mud pie,QyKHhpK TxxGnXAgNzbJJy,3446.89,evNnOWjWTZ,5
54,Hasty pudding,QdlmBXNrJcMpHPnFXnj RwQRSsgbhdtEnny,6181.81,AoVtXLgbsmGarr,25
24,Mississippi mud pie,WzJrNnlkCieeFxRRuifiFsvzDmUTuhKECo,2838.94,aevrstMsgU,23
50,Moravian spice cookies,ubwqoCGcgRpTgEiOhwmRbmlyJiHc,2325.6,kaapJFKwGyZhpE,18
11,Souffle,WeMjyoexQHykjJin v zYMECveS,7219.49,NCnjQGqCDcQoK,8
6,Hawaiian haystack,YCcnGEYQovzldWrfPYhvdUeVFzy,4639.04,xRDQTtfRnUzeK,10
